"taxonID","locationID","locality","countryCode","occurrenceStatus","establishmentMeans","eventDate","source"
"rinse-pathways-checklist:taxon:073e0f359c3485fc1346c6c04dd78a94","ISO_3166-2:BE","Belgium","BE","present","introduced","1895/2016","http://www.cabi.org/isc | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf"
"rinse-pathways-checklist:taxon:0773644ec687af9edc140218e4af2adf"," WGSRPD:GRB","Great Britain","GB","present","introduced","1993/2016","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf"
"rinse-pathways-checklist:taxon:0ab6daf4ae91b34b92171a41587f0fa7"," WGSRPD:GRB","Great Britain","GB","present","introduced","1900/2016","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nederlandsesoorten.nl | www.animalbase.uni-goettingen.de"
"rinse-pathways-checklist:taxon:0ab6daf4ae91b34b92171a41587f0fa7","ISO_3166-2:FR","France","FR","present","introduced","","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nederlandsesoorten.nl | www.animalbase.uni-goettingen.de"
"rinse-pathways-checklist:taxon:0ab6daf4ae91b34b92171a41587f0fa7","ISO_3166-2:BE","Belgium","BE","present","introduced","","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nederlandsesoorten.nl | www.animalbase.uni-goettingen.de"
"rinse-pathways-checklist:taxon:0ab6daf4ae91b34b92171a41587f0fa7","ISO_3166-2:NL","The Netherlands","NL","present","introduced","","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nederlandsesoorten.nl | www.animalbase.uni-goettingen.de"
"rinse-pathways-checklist:taxon:0b7deda89c2ce2b3d771dec643e4d446"," WGSRPD:GRB","Great Britain","GB","present","introduced","1975/2016","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29 | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02"
"rinse-pathways-checklist:taxon:0b7deda89c2ce2b3d771dec643e4d446","ISO_3166-2:FR","France","FR","present","introduced","1974/2016","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29 | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02"
"rinse-pathways-checklist:taxon:0b7deda89c2ce2b3d771dec643e4d446","ISO_3166-2:BE","Belgium","BE","present","introduced","","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29 | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02"
"rinse-pathways-checklist:taxon:0b7deda89c2ce2b3d771dec643e4d446","ISO_3166-2:NL","The Netherlands","NL","present","introduced","1982/2016","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29 | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02"
"rinse-pathways-checklist:taxon:0b8a1e5309557e6dd56fc9f4e0ed70e1"," WGSRPD:GRB","Great Britain","GB","present","introduced","1945/2016","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nederlandsesoorten.nl"
"rinse-pathways-checklist:taxon:0b8a1e5309557e6dd56fc9f4e0ed70e1","ISO_3166-2:FR","France","FR","present","introduced","","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nederlandsesoorten.nl"
"rinse-pathways-checklist:taxon:0b8a1e5309557e6dd56fc9f4e0ed70e1","ISO_3166-2:BE","Belgium","BE","present","introduced","1973/2016","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nederlandsesoorten.nl"
"rinse-pathways-checklist:taxon:0b8a1e5309557e6dd56fc9f4e0ed70e1","ISO_3166-2:NL","The Netherlands","NL","present","introduced","","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nederlandsesoorten.nl"
"rinse-pathways-checklist:taxon:0cc9b45fda909a172bd3a1448c8b77a2"," WGSRPD:GRB","Great Britain","GB","present","introduced","1820/2016","http://www.europe-aliens.org | http://www.issg.org/database | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02 | https://doi.org/10.3391/ai.2007.2.3.9"
"rinse-pathways-checklist:taxon:0cc9b45fda909a172bd3a1448c8b77a2","ISO_3166-2:FR","France","FR","present","introduced","1847/2016","http://www.europe-aliens.org | http://www.issg.org/database | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02 | https://doi.org/10.3391/ai.2007.2.3.9"
"rinse-pathways-checklist:taxon:0cc9b45fda909a172bd3a1448c8b77a2","ISO_3166-2:BE","Belgium","BE","present","introduced","1826/2016","http://www.europe-aliens.org | http://www.issg.org/database | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02 | https://doi.org/10.3391/ai.2007.2.3.9"
"rinse-pathways-checklist:taxon:0cc9b45fda909a172bd3a1448c8b77a2","ISO_3166-2:NL","The Netherlands","NL","present","introduced","1826/2016","http://www.europe-aliens.org | http://www.issg.org/database | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02 | https://doi.org/10.3391/ai.2007.2.3.9"
"rinse-pathways-checklist:taxon:0f7821492baab14713fb588382322dac"," WGSRPD:GRB","Great Britain","GB","present","introduced","1996/2016","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf"
"rinse-pathways-checklist:taxon:10bd400fc5e92eabc2c5f90a15f2519b"," WGSRPD:GRB","Great Britain","GB","present","introduced","1915/2016","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1111/j.1365-2427.2010.02396.x | https://doi.org/10.3391/ai.2006.1.2.3"
"rinse-pathways-checklist:taxon:10bd400fc5e92eabc2c5f90a15f2519b","ISO_3166-2:FR","France","FR","present","introduced","1930/2016","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1111/j.1365-2427.2010.02396.x | https://doi.org/10.3391/ai.2006.1.2.3"
"rinse-pathways-checklist:taxon:10bd400fc5e92eabc2c5f90a15f2519b","ISO_3166-2:BE","Belgium","BE","present","introduced","1884/2016","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1111/j.1365-2427.2010.02396.x | https://doi.org/10.3391/ai.2006.1.2.3"
"rinse-pathways-checklist:taxon:10bd400fc5e92eabc2c5f90a15f2519b","ISO_3166-2:NL","The Netherlands","NL","present","introduced","1902/2016","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1111/j.1365-2427.2010.02396.x | https://doi.org/10.3391/ai.2006.1.2.3"
"rinse-pathways-checklist:taxon:10deca8e3e2a85e5d2acf3e872f0eab9","ISO_3166-2:FR","France","FR","present","introduced","1982/2016","http://www.europe-aliens.org"
"rinse-pathways-checklist:taxon:11b654a397c2d79f8960dd987d796c61","ISO_3166-2:FR","France","FR","present","introduced","","http://www.europe-aliens.org"
"rinse-pathways-checklist:taxon:11d1be4b8de79f3fc8c57787f846dc97"," WGSRPD:GRB","Great Britain","GB","present","introduced","1977/2016","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm"
"rinse-pathways-checklist:taxon:12b4f403db2a517d779bddf0e62c98a9"," WGSRPD:GRB","Great Britain","GB","present","introduced","1922/2016","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf"
"rinse-pathways-checklist:taxon:12b4f403db2a517d779bddf0e62c98a9","ISO_3166-2:FR","France","FR","present","introduced","1895/2016","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf"
"rinse-pathways-checklist:taxon:12b4f403db2a517d779bddf0e62c98a9","ISO_3166-2:BE","Belgium","BE","present","introduced","1942/2016","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf"
"rinse-pathways-checklist:taxon:12b4f403db2a517d779bddf0e62c98a9","ISO_3166-2:NL","The Netherlands","NL","present","introduced","","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf"
"rinse-pathways-checklist:taxon:1321aa8033d1d8cb7d3bea0ee50ce834","ISO_3166-2:NL","The Netherlands","NL","present","introduced","","http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://en.wikipedia.org/wiki/Main_Page"
"rinse-pathways-checklist:taxon:137f7b02687b525513c5c45130647084"," WGSRPD:GRB","Great Britain","GB","present","introduced","1617/2016","http://www.cabi.org/isc | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl"
"rinse-pathways-checklist:taxon:137f7b02687b525513c5c45130647084","ISO_3166-2:FR","France","FR","present","introduced","1607/2016","http://www.cabi.org/isc | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl"
"rinse-pathways-checklist:taxon:137f7b02687b525513c5c45130647084","ISO_3166-2:BE","Belgium","BE","present","introduced","1893/2016","http://www.cabi.org/isc | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl"
"rinse-pathways-checklist:taxon:137f7b02687b525513c5c45130647084","ISO_3166-2:NL","The Netherlands","NL","present","introduced","1613/2016","http://www.cabi.org/isc | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl"
"rinse-pathways-checklist:taxon:13eee1331f9710bb25a636bf365fe5a4"," WGSRPD:GRB","Great Britain","GB","present","introduced","1980/2016","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf"
"rinse-pathways-checklist:taxon:142be25759aea50dbe71abc3398c5a9f"," WGSRPD:GRB","Great Britain","GB","present","introduced","1998/2016","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf"
"rinse-pathways-checklist:taxon:14f0ef59e13a77a68895e3e1fbea46fa"," WGSRPD:GRB","Great Britain","GB","present","introduced","1990/2016","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf"
"rinse-pathways-checklist:taxon:14f0ef59e13a77a68895e3e1fbea46fa","ISO_3166-2:FR","France","FR","present","introduced","2003/2016","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf"
"rinse-pathways-checklist:taxon:159105e01ea7854d813233e62bacd5df"," WGSRPD:GRB","Great Britain","GB","present","introduced","1975/2016","www.animalbase.uni-goettingen.de"
"rinse-pathways-checklist:taxon:16cf9fdeb262c7dd423adba417555eab"," WGSRPD:GRB","Great Britain","GB","present","introduced","1990/2016","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf"
"rinse-pathways-checklist:taxon:16cf9fdeb262c7dd423adba417555eab","ISO_3166-2:FR","France","FR","present","introduced","2003/2016","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf"
"rinse-pathways-checklist:taxon:16cf9fdeb262c7dd423adba417555eab","ISO_3166-2:NL","The Netherlands","NL","present","introduced","","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf"
"rinse-pathways-checklist:taxon:16d1fad26b881be9dd431bc5935ddb07","ISO_3166-2:FR","France","FR","present","introduced","2011/2016","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29"
"rinse-pathways-checklist:taxon:16d1fad26b881be9dd431bc5935ddb07","ISO_3166-2:BE","Belgium","BE","present","introduced","2010/2016","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29"
"rinse-pathways-checklist:taxon:16d1fad26b881be9dd431bc5935ddb07","ISO_3166-2:NL","The Netherlands","NL","present","introduced","2004/2016","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29"
"rinse-pathways-checklist:taxon:17ed0be3939bd336fda49ecc56141432"," WGSRPD:GRB","Great Britain","GB","present","introduced","1846/2016","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.repository.naturalis.nl/document/41874"
"rinse-pathways-checklist:taxon:17ed0be3939bd336fda49ecc56141432","ISO_3166-2:NL","The Netherlands","NL","present","introduced","1964/2016","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.repository.naturalis.nl/document/41874"
"rinse-pathways-checklist:taxon:18a43f4f53bf4a304f2f6e9cd1eeed28"," WGSRPD:GRB","Great Britain","GB","present","introduced","2005/2016","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf"
"rinse-pathways-checklist:taxon:1967afef9650cfb72754f5d7c4491629"," WGSRPD:GRB","Great Britain","GB","present","introduced","1977/2016","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf"
"rinse-pathways-checklist:taxon:196cc1018ce5e3848f30873384a89e42"," WGSRPD:GRB","Great Britain","GB","present","introduced","1720/2016","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x"
"rinse-pathways-checklist:taxon:196cc1018ce5e3848f30873384a89e42","ISO_3166-2:FR","France","FR","present","introduced","1700/2016","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x"
"rinse-pathways-checklist:taxon:196cc1018ce5e3848f30873384a89e42","ISO_3166-2:BE","Belgium","BE","present","introduced","1730/2016","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x"
"rinse-pathways-checklist:taxon:196cc1018ce5e3848f30873384a89e42","ISO_3166-2:NL","The Netherlands","NL","present","introduced","1600/2016","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x"
"rinse-pathways-checklist:taxon:199f2055a7bf2e3a83c243345ccabc84"," WGSRPD:GRB","Great Britain","GB","present","introduced","1925/2016","http://www.fao.org/fishery/introsp/search/en | http://en.wikipedia.org/wiki/Main_Page"
"rinse-pathways-checklist:taxon:199fffc9afef92cf4608fbf07f0f51a2"," WGSRPD:GRB","Great Britain","GB","present","introduced","1980/2016","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | https://doi.org/10.1111/j.1365-2427.2010.02396.x"
"rinse-pathways-checklist:taxon:19e0241260d3b5e575c15f3a7e023bfb","ISO_3166-2:FR","France","FR","present","introduced","","http://www.fao.org/fishery/introsp/search/en"
"rinse-pathways-checklist:taxon:19e0241260d3b5e575c15f3a7e023bfb","ISO_3166-2:BE","Belgium","BE","present","introduced","1978/2016","http://www.fao.org/fishery/introsp/search/en"
"rinse-pathways-checklist:taxon:19e0241260d3b5e575c15f3a7e023bfb","ISO_3166-2:NL","The Netherlands","NL","present","introduced","1936/2016","http://www.fao.org/fishery/introsp/search/en"
"rinse-pathways-checklist:taxon:1a0280ae7a17a0f2a027a6492b26dc22","ISO_3166-2:FR","France","FR","present","introduced","1994/2016","http://www.europe-aliens.org"
"rinse-pathways-checklist:taxon:1a6e3f667d45028f18640ad88ff92152"," WGSRPD:GRB","Great Britain","GB","present","introduced","1924/2016","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf"
"rinse-pathways-checklist:taxon:1a6e3f667d45028f18640ad88ff92152","ISO_3166-2:FR","France","FR","present","introduced","","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf"
"rinse-pathways-checklist:taxon:1a6e3f667d45028f18640ad88ff92152","ISO_3166-2:BE","Belgium","BE","present","introduced","1950/2016","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf"
"rinse-pathways-checklist:taxon:1aace1ca8269a30fc8bb7b8b97a5ec9f"," WGSRPD:GRB","Great Britain","GB","present","introduced","1973/2016","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf"
"rinse-pathways-checklist:taxon:1aace1ca8269a30fc8bb7b8b97a5ec9f","ISO_3166-2:FR","France","FR","present","introduced","","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf"
"rinse-pathways-checklist:taxon:1aace1ca8269a30fc8bb7b8b97a5ec9f","ISO_3166-2:BE","Belgium","BE","present","introduced","","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf"
"rinse-pathways-checklist:taxon:1ae61b41457b59fc0c1b59010a9fc1ad","ISO_3166-2:FR","France","FR","present","introduced","1990/2016","http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | http://en.wikipedia.org/wiki/Main_Page"
"rinse-pathways-checklist:taxon:1ae61b41457b59fc0c1b59010a9fc1ad","ISO_3166-2:NL","The Netherlands","NL","present","introduced","1984/2016","http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | http://en.wikipedia.org/wiki/Main_Page"
"rinse-pathways-checklist:taxon:1bb42f4b0bfb2f96edb98cdc973a8e13"," WGSRPD:GRB","Great Britain","GB","present","introduced","1960/2016","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x"
"rinse-pathways-checklist:taxon:1bb42f4b0bfb2f96edb98cdc973a8e13","ISO_3166-2:FR","France","FR","present","introduced","1880/2016","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x"
